500000;1,77197
500000;1,76058
500000;1,75073
500000;1,7505
500000;1,74769
500000;1,7499
500000;1,73973
500000;1,73464
500000;1,75223
500000;1,74749
500000;1,74254
500000;1,74103
500000;1,75022
500000;1,74236
500000;1,74805
500000;1,75409
500000;1,74841
500000;1,7478
500000;1,7607
500000;1,75638
500000;1,74736
500000;1,74641
500000;1,75335
500000;1,7491
500000;1,74725
500000;1,74779
500000;1,75325
500000;1,74842
500000;1,74614
500000;1,74551
500000;1,74502
500000;1,75753
500000;1,75672
500000;1,75052
500000;1,76092
500000;1,76617
500000;1,75226
500000;1,75503
500000;1,75193
500000;1,74765
500000;1,75392
500000;1,74215
500000;1,74577
500000;1,73754
500000;1,74439
500000;1,74574
500000;1,74729
500000;1,7559
500000;1,75682
500000;1,74974
500000;1,74879
500000;1,76444
500000;1,74566
500000;1,755
500000;1,75359
500000;1,75214
500000;1,74998
500000;1,75427
500000;1,74717
500000;1,74508
500000;1,75698
500000;1,75079
500000;1,74537
500000;1,7481
500000;1,75465
500000;1,74988
500000;1,76294
500000;1,74562
500000;1,74537
500000;1,74593
500000;1,75318
500000;1,74454
500000;1,7459
500000;1,75505
500000;1,75149
500000;1,75931
500000;1,74602
500000;1,7531
500000;1,74913
500000;1,74559
500000;1,74797
500000;1,74044
500000;1,75631
500000;1,74346
500000;1,74047
500000;1,74904
500000;1,75048
500000;1,74663
500000;1,742
500000;1,74467
500000;1,74937
500000;1,74508
500000;1,74618
500000;1,75159
500000;1,74749
500000;1,74048
500000;1,73966
500000;1,7468
500000;1,74994
500000;1,75297
;
;
;
500000;1,7496072
